,X.1,X,Sample_ID,Seed_Number,Length,Width,Plant_Species_Common_Name,Treatment,Germination.Date,germ,Lemur_Species,Name,GerminationTime
4530,4530,4901,BZ128,8,2.03,1.18,Selenicereus undatus,"Gut-passed, Washed",5/3/23,1,E. coronatus,Aria,21
4531,4531,4902,BZ128,9,2.01,1.12,Selenicereus undatus,"Gut-passed, Washed",NA,0,E. coronatus,Aria,NA
4532,4532,4903,BZ128,10,2.22,1.58,Selenicereus undatus,"Gut-passed, Washed",4/25/23,1,E. coronatus,Aria,13
4533,4533,4904,BZ128,11,2.12,1.09,Selenicereus undatus,"Gut-passed, Washed",4/25/23,1,E. coronatus,Aria,13
4534,4534,4905,BZ128,12,1.99,1.21,Selenicereus undatus,"Gut-passed, Washed",4/25/23,1,E. coronatus,Aria,13
4535,4535,4906,BZ128,13,2.15,1.37,Selenicereus undatus,"Gut-passed, Washed",5/3/23,1,E. coronatus,Aria,21
4536,4536,4907,BZ128,14,2.26,1.18,Selenicereus undatus,"Gut-passed, Washed",5/3/23,1,E. coronatus,Aria,21
4537,4537,5229,AM196,1,15.24,7.7,Cucurbita moschata,Gut-passed,NA,0,E. coronatus,Aria,NA
4538,4538,5230,AM196,2,3.44,2.08,Rubus fruticosus,Gut-passed,NA,0,E. coronatus,Aria,NA
4539,4539,5231,AM196,3,3.39,2.1,Rubus fruticosus,Gut-passed,NA,0,E. coronatus,Aria,NA
4540,4540,5232,AM196,4,3.56,2.35,Rubus fruticosus,Gut-passed,NA,0,E. coronatus,Aria,NA
4541,4541,5233,AM196,5,2.08,1.12,Selenicereus undatus,Gut-passed,NA,0,E. coronatus,Aria,NA
4542,4542,5234,AM196,6,2.1,1.01,Selenicereus undatus,Gut-passed,4/25/23,1,E. coronatus,Aria,13
4543,4543,5235,AM196,7,2.02,1.06,Selenicereus undatus,Gut-passed,NA,0,E. coronatus,Aria,NA
4544,4544,5236,AM196,8,2.05,1.22,Selenicereus undatus,Gut-passed,NA,0,E. coronatus,Aria,NA
4545,4545,5237,AM196,9,1.97,1.16,Selenicereus undatus,Gut-passed,NA,0,E. coronatus,Aria,NA
4546,4546,4342,AM167,1,2.52,1.08,Rubus fruticosus,Gut-passed,NA,0,C. medius,Dominique Chicken,NA
4547,4547,4343,AM166,2,3.73,3.51,Solanum lycopersicum,Gut-passed,3/29/23,1,C. medius,Java Chicken,7
4548,4548,5315,AM168,1,3.95,3.28,Capsicum annuum,Gut-passed,3/29/23,1,C. medius,Meadowlark,7
4549,4549,5316,AM168,2,3.78,1.52,Rubus fruticosus,Gut-passed,NA,0,C. medius,Meadowlark,NA
4550,4550,5317,AM168,3,3.41,1.76,Rubus fruticosus,Gut-passed,NA,0,C. medius,Meadowlark,NA
4551,4551,5318,AM169,1,4.21,3.48,Capsicum annuum,Gut-passed,3/29/23,1,C. medius,Tottenham,7
4552,4552,5319,AM165,1,3.38,1.61,Rubus fruticosus,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4553,4553,5320,AM165,2,2.09,1.45,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4554,4554,5321,AM165,3,2.38,1.34,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4555,4555,5322,AM165,4,2.45,1.28,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4556,4556,5323,AM165,5,2.26,1.45,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4557,4557,5324,AM165,6,2.06,1.51,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4558,4558,5325,AM165,7,2.28,0.99,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4559,4559,5326,AM165,8,2.05,1.36,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4560,4560,5327,AM165,9,2.22,0.83,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4561,4561,5328,AM165,10,2.23,1.44,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4562,4562,5329,AM165,11,2.12,1.39,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4563,4563,5330,AM165,12,2.32,1.1,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4564,4564,4338,AM161,1,4.2,2.25,Solanum lycopersicum,"Gut-passed, Washed",3/29/23,1,C. medius,Tottenham,7
4565,4565,4339,AM161,2,3.81,2.14,Solanum lycopersicum,"Gut-passed, Washed",3/29/23,1,C. medius,Tottenham,7
4566,4566,4340,AM162,1,3.75,2.08,Rubus fruticosus,Gut-passed,NA,0,C. medius,Meadowlark,NA
4567,4567,4341,AM162,2,2.75,1.39,Rubus fruticosus,Gut-passed,NA,0,C. medius,Meadowlark,NA
4568,4568,4325,AM154,1,1.94,1.29,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4569,4569,4326,AM154,2,1.99,0.87,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4570,4570,4327,AM154,3,2.04,1.17,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4571,4571,4328,AM154,4,2.15,1.3,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4572,4572,4329,AM154,5,2.02,1,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4573,4573,4330,AM154,6,2.11,1.27,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4574,4574,4331,AM154,7,2.23,1.24,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4575,4575,4332,AM154,8,2.17,1.03,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4576,4576,4333,AM154,9,1.97,1.05,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4577,4577,4334,AM154,10,2.17,1.36,Actinidia deliciosa,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4578,4578,4335,AM154,11,3.23,1.51,Rubus fruticosus,Gut-passed,NA,0,C. medius,Vorwerk Chicken,NA
4579,4579,4336,AM154,12,4.76,2.08,Solanum lycopersicum,Gut-passed,3/29/23,1,C. medius,Vorwerk Chicken,7
4580,4580,4337,AM156,1,8.06,5.24,Malus pumila,Gut-passed,3/31/23,1,C. medius,Java Chicken,9
4581,4581,3460,BZ083,1,2.16,1.1,Actinidia deliciosa,"Gut-passed, Washed",3/29/23,1,M. murinus,Bee Balm,14
4582,4582,3461,BZ083,2,2.3,1.19,Actinidia deliciosa,"Gut-passed, Washed",NA,0,M. murinus,Bee Balm,NA
4583,4583,3462,BZ083,3,2.2,1.25,Actinidia deliciosa,"Gut-passed, Washed",NA,0,M. murinus,Bee Balm,NA
4584,4584,3463,BZ083,4,2.12,1.26,Actinidia deliciosa,"Gut-passed, Washed",NA,0,M. murinus,Bee Balm,NA
4585,4585,3464,BZ083,5,2.06,1.26,Actinidia deliciosa,"Gut-passed, Washed",NA,0,M. murinus,Bee Balm,NA
4586,4586,3465,BZ083,6,2.14,1.42,Actinidia deliciosa,"Gut-passed, Washed",3/29/23,1,M. murinus,Bee Balm,14
4587,4587,3466,BZ083,7,2.06,1.38,Actinidia deliciosa,"Gut-passed, Washed",NA,0,M. murinus,Bee Balm,NA
4588,4588,3467,BZ083,8,2.06,1.4,Actinidia deliciosa,"Gut-passed, Washed",3/24/23,1,M. murinus,Bee Balm,9
4589,4589,3468,BZ083,9,2.15,1.42,Actinidia deliciosa,"Gut-passed, Washed",NA,0,M. murinus,Bee Balm,NA
4590,4590,3469,BZ083,10,2.12,1.06,Actinidia deliciosa,"Gut-passed, Washed",NA,0,M. murinus,Bee Balm,NA
4591,4591,3470,BZ083,11,2.1,1.33,Actinidia deliciosa,"Gut-passed, Washed",NA,0,M. murinus,Bee Balm,NA
4592,4592,3471,BZ083,12,2.17,1.36,Actinidia deliciosa,"Gut-passed, Washed",NA,0,M. murinus,Bee Balm,NA
4593,4593,3472,BZ083,13,2.38,1.56,Oxycoccus macrocarpus,"Gut-passed, Washed",NA,0,M. murinus,Bee Balm,NA
4594,4594,3473,BZ083,14,3.59,1.79,Rubus fruticosus,"Gut-passed, Washed",NA,0,M. murinus,Bee Balm,NA
4595,4595,3474,BZ083,15,4.24,3.77,Capsicum annuum,"Gut-passed, Washed",3/24/23,1,M. murinus,Bee Balm,9
4596,4596,5079,BZ087,1,3.38,1.5,Rubus fruticosus,Gut-passed,NA,0,E. mongoz,NA,NA
4597,4597,5080,BZ087,2,3.36,2,Rubus fruticosus,Gut-passed,NA,0,E. mongoz,NA,NA
4598,4598,5081,BZ087,3,3.04,1.74,Rubus fruticosus,Gut-passed,NA,0,E. mongoz,NA,NA
4599,4599,5082,BZ087,4,4.9,4.22,Capsicum annuum,Gut-passed,3/24/23,1,E. mongoz,NA,9
4600,4600,5083,BZ088,1,4.34,3.99,Capsicum annuum,"Gut-passed, Washed",3/22/23,1,E. mongoz,NA,7
4601,4601,5084,BZ088,2,4.51,4.22,Capsicum annuum,"Gut-passed, Washed",3/22/23,1,E. mongoz,NA,7
4602,4602,5085,BZ088,3,4.36,3.9,Capsicum annuum,"Gut-passed, Washed",3/22/23,1,E. mongoz,NA,7
4603,4603,5086,BZ088,4,4.32,3.63,Capsicum annuum,"Gut-passed, Washed",3/22/23,1,E. mongoz,NA,7
4604,4604,5087,BZ088,5,3.47,1.95,Rubus fruticosus,"Gut-passed, Washed",NA,0,E. mongoz,NA,NA
4605,4605,5088,BZ088,6,3.75,1.77,Rubus fruticosus,"Gut-passed, Washed",NA,0,E. mongoz,NA,NA
4606,4606,5089,BZ089,1,4.49,4.37,Capsicum annuum,Gut-passed,NA,0,E. mongoz,NA,NA
4607,4607,5090,BZ089,2,4.73,4.12,Capsicum annuum,Gut-passed,3/24/23,1,E. mongoz,NA,9
4608,4608,5091,BZ089,3,4.57,3.86,Capsicum annuum,Gut-passed,3/29/23,1,E. mongoz,NA,14
4609,4609,5092,BZ089,4,4.22,3.43,Capsicum annuum,Gut-passed,3/24/23,1,E. mongoz,NA,9
4610,4610,5093,BZ089,5,3.46,2.09,Capsicum annuum,Gut-passed,NA,0,E. mongoz,NA,NA
4611,4611,5094,BZ089,6,3.58,2.2,Rubus fruticosus,Gut-passed,NA,0,E. mongoz,NA,NA
4612,4612,5095,BZ089,7,3.33,2.19,Rubus fruticosus,Gut-passed,NA,0,E. mongoz,NA,NA
4613,4613,5096,BZ089,8,3.46,1.86,Rubus fruticosus,Gut-passed,NA,0,E. mongoz,NA,NA
4614,4614,5097,BZ089,9,3.43,2.15,Rubus fruticosus,Gut-passed,NA,0,E. mongoz,NA,NA
4615,4615,5098,BZ089,10,3.28,2.34,Rubus fruticosus,Gut-passed,NA,0,E. mongoz,NA,NA
4616,4616,3598,BZ061,1,12.25,7.6,Cucurbita moschata,Gut-passed,3/15/23,1,V. rubra,Kalani,20
4617,4617,3599,BZ061,2,13.22,7.5,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
4618,4618,3600,BZ061,3,12.45,7.54,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
4619,4619,3601,BZ061,4,11.55,6.3,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
4620,4620,3602,BZ061,5,13.62,7.14,Cucurbita moschata,Gut-passed,3/22/23,1,V. rubra,Kalani,27
4621,4621,3603,BZ061,6,13.68,7.67,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
4622,4622,3604,BZ061,7,12.88,7.88,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
4623,4623,3605,BZ061,8,12.75,7.2,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
4624,4624,3606,BZ061,9,13.32,7.56,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
4625,4625,3607,BZ061,10,12.87,7.44,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
4626,4626,3608,BZ061,11,13.08,7.46,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
4627,4627,3609,BZ061,12,13.31,7.75,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
4628,4628,3610,BZ061,13,13.01,7.77,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
4629,4629,3611,BZ061,14,13.36,7.45,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
4630,4630,3612,BZ061,15,12.69,7.05,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
4631,4631,3613,BZ061,16,12.95,7.6,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
4632,4632,3614,BZ061,17,13.18,8.03,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
4633,4633,3615,BZ061,1,3.94,2.77,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4634,4634,3616,BZ061,2,3.52,2.69,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4635,4635,3617,BZ061,3,4.13,2.9,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4636,4636,3618,BZ061,4,3.29,2.78,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4637,4637,3619,BZ061,5,3.75,2.25,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4638,4638,3620,BZ061,6,3.7,2.59,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4639,4639,3621,BZ061,7,3.36,2.89,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4640,4640,3622,BZ061,8,3.82,2.76,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4641,4641,3623,BZ061,9,3.35,3.11,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4642,4642,3624,BZ061,10,3.65,2.68,Solanum lycopersicum,Gut-passed,NA,0,V. rubra,Kalani,NA
4643,4643,3625,BZ061,11,3.45,2.59,Solanum lycopersicum,Gut-passed,NA,0,V. rubra,Kalani,NA
4644,4644,3626,BZ061,12,3.86,2.64,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4645,4645,3627,BZ061,13,4.3,3.17,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4646,4646,3628,BZ061,14,3.77,3.06,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4647,4647,3629,BZ061,15,3.39,2.64,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4648,4648,3630,BZ061,16,4,2.57,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4649,4649,3631,BZ061,17,3.64,2.88,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4650,4650,3632,BZ061,18,3.67,3.1,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4651,4651,3633,BZ061,19,3.94,2.86,Solanum lycopersicum,Gut-passed,NA,0,V. rubra,Kalani,NA
4652,4652,3634,BZ061,20,3.72,2.08,Solanum lycopersicum,Gut-passed,NA,0,V. rubra,Kalani,NA
4653,4653,3635,BZ061,21,3.87,2.9,Solanum lycopersicum,Gut-passed,3/3/23,1,V. rubra,Kalani,8
4654,4654,3636,BZ061,22,3.77,2.61,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4655,4655,3637,BZ061,23,3.78,2.5,Solanum lycopersicum,Gut-passed,NA,0,V. rubra,Kalani,NA
4656,4656,3638,BZ061,24,3.32,2.33,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Kalani,6
4657,4657,3639,BZ061,25,9.02,4.46,Malus pumila,Gut-passed,NA,0,V. rubra,Kalani,NA
4658,4658,3640,BZ061,26,12.55,6.41,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
4659,4659,3641,BZ061,27,13.08,8.5,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
4660,4660,3642,BZ062,1,13.58,7.86,Cucurbita moschata,"Gut-passed, Washed",NA,0,V. rubra,Antika,NA
4661,4661,3643,BZ063,1,2.31,1.31,Actinidia deliciosa,Gut-passed,NA,0,V. rubra,Antika,NA
4662,4662,3644,BZ063,2,3.52,2.53,Solanum lycopersicum,Gut-passed,3/1/23,1,V. rubra,Antika,6
4663,4663,3569,BZ059,1,14.18,2.65,Solanum lycopersicum,Gut-passed,3/1/23,1,E. coronatus,Sanura,6
4664,4664,3570,BZ059,2,13.49,7.85,Cucurbita moschata,Gut-passed,NA,0,E. coronatus,Sanura,NA
4665,4665,3571,BZ059,3,4.32,2.51,Solanum lycopersicum,Gut-passed,3/1/23,1,E. coronatus,Sanura,6
4666,4666,3572,BZ059,4,3.45,2.95,Solanum lycopersicum,Gut-passed,3/1/23,1,E. coronatus,Sanura,6
4667,4667,3573,BZ059,5,3.8,2.26,Solanum lycopersicum,Gut-passed,3/1/23,1,E. coronatus,Sanura,6
4668,4668,3574,BZ059,6,3.37,2.47,Solanum lycopersicum,Gut-passed,3/1/23,1,E. coronatus,Sanura,6
4669,4669,3575,BZ059,7,3.87,3.09,Solanum lycopersicum,Gut-passed,3/1/23,1,E. coronatus,Sanura,6
4670,4670,3576,BZ059,8,4.17,2.49,Solanum lycopersicum,Gut-passed,3/1/23,1,E. coronatus,Sanura,6
4671,4671,3475,BZ102,1,2.38,1.2,Oxycoccus macrocarpus,Gut-passed,3/29/23,1,M. murinus,Teazel,14
4672,4672,3476,BZ102,2,2.17,1.36,Oxycoccus macrocarpus,Gut-passed,NA,0,M. murinus,Teazel,NA
4673,4673,3477,BZ102,3,2.06,1.13,Oxycoccus macrocarpus,Gut-passed,NA,0,M. murinus,Teazel,NA
4674,4674,3478,BZ102,4,4.04,3.55,Capsicum annuum,Gut-passed,3/22/23,1,M. murinus,Teazel,7
4675,4675,3479,BZ102,5,3.76,1.84,Actinidia deliciosa,Gut-passed,NA,0,M. murinus,Teazel,NA
4676,4676,3480,BZ102,6,3.29,1.64,Actinidia deliciosa,Gut-passed,NA,0,M. murinus,Teazel,NA
4677,4677,3481,BZ102,8,3.27,1.48,Actinidia deliciosa,Gut-passed,NA,0,M. murinus,Teazel,NA
4678,4678,3482,BZ102,9,3.41,1.93,Actinidia deliciosa,Gut-passed,NA,0,M. murinus,Teazel,NA
4679,4679,3483,BZ102,10,3.16,2.05,Actinidia deliciosa,Gut-passed,NA,0,M. murinus,Teazel,NA
4680,4680,3484,BZ102,11,3.05,1.61,Actinidia deliciosa,Gut-passed,NA,0,M. murinus,Teazel,NA
4681,4681,3485,BZ102,12,3.21,2.04,Actinidia deliciosa,Gut-passed,NA,0,M. murinus,Teazel,NA
4682,4682,3486,BZ102,13,3.99,1.73,Actinidia deliciosa,Gut-passed,NA,0,M. murinus,Teazel,NA
4683,4683,3826,BZ104,1,2.19,1.51,Actinidia deliciosa,Gut-passed,NA,0,M. murinus,Bee Balm,NA
4684,4684,3827,BZ104,2,1.91,1.57,Actinidia deliciosa,Gut-passed,NA,0,M. murinus,Bee Balm,NA
4685,4685,3828,BZ104,3,4.72,4.55,Capsicum annuum,Gut-passed,3/22/23,1,M. murinus,Bee Balm,7
4686,4686,3829,BZ104,4,4.5,3.68,Capsicum annuum,Gut-passed,3/17/23,1,M. murinus,Bee Balm,2
4687,4687,3830,BZ104,5,1.9,1.46,Oxycoccus macrocarpus,Gut-passed,3/31/23,1,M. murinus,Bee Balm,16
4688,4688,3831,BZ104,6,3.83,2.32,Rubus fruticosus,Gut-passed,NA,0,M. murinus,Bee Balm,NA
4689,4689,3832,BZ104,7,3.6,2.05,Rubus fruticosus,Gut-passed,NA,0,M. murinus,Bee Balm,NA
4690,4690,3833,BZ104,8,3.74,1.86,Rubus fruticosus,Gut-passed,NA,0,M. murinus,Bee Balm,NA
4691,4691,3834,BZ104,9,3.44,2.1,Rubus fruticosus,Gut-passed,NA,0,M. murinus,Bee Balm,NA
4692,4692,3835,BZ104,10,4.27,1.61,Rubus fruticosus,Gut-passed,NA,0,M. murinus,Bee Balm,NA
4693,4693,3836,BZ104,11,3.89,2.03,Rubus fruticosus,Gut-passed,NA,0,M. murinus,Bee Balm,NA
4694,4694,3837,BZ104,12,4.61,1.87,Rubus fruticosus,Gut-passed,NA,0,M. murinus,Bee Balm,NA
4695,4695,3838,BZ104,13,3.81,1.72,Rubus fruticosus,Gut-passed,NA,0,M. murinus,Bee Balm,NA
4696,4696,3839,BZ104,14,3.47,1.87,Rubus fruticosus,Gut-passed,NA,0,M. murinus,Bee Balm,NA
4697,4697,3840,BZ104,15,3.88,2.32,Rubus fruticosus,Gut-passed,NA,0,M. murinus,Bee Balm,NA
4698,4698,3841,BZ104,16,3.65,1.94,Rubus fruticosus,Gut-passed,NA,0,M. murinus,Bee Balm,NA
4699,4699,3842,BZ103,1,2.1,1.44,Oxycoccus macrocarpus,"Gut-passed, Washed",3/24/23,1,M. murinus,Phlox,9
4700,4700,3843,BZ103,2,2.23,1.44,Oxycoccus macrocarpus,"Gut-passed, Washed",3/29/23,1,M. murinus,Phlox,14
4701,4701,3844,BZ103,3,2.56,1.49,Oxycoccus macrocarpus,"Gut-passed, Washed",3/29/23,1,M. murinus,Phlox,14
4702,4702,3845,BZ103,4,3.42,1.58,Rubus fruticosus,"Gut-passed, Washed",NA,0,M. murinus,Phlox,NA
4703,4703,3846,BZ103,5,3.29,1.75,Rubus fruticosus,"Gut-passed, Washed",NA,0,M. murinus,Phlox,NA
4704,4704,3847,BZ103,6,3.4,1.92,Rubus fruticosus,"Gut-passed, Washed",NA,0,M. murinus,Phlox,NA
4705,4705,3848,BZ103,7,2.41,1.27,Actinidia deliciosa,"Gut-passed, Washed",3/24/23,1,M. murinus,Phlox,9
4706,4706,3849,BZ103,8,2.42,1.29,Actinidia deliciosa,"Gut-passed, Washed",3/29/23,1,M. murinus,Phlox,14
4707,4707,3850,BZ103,9,2.48,1.44,Actinidia deliciosa,"Gut-passed, Washed",3/29/23,1,M. murinus,Phlox,14
4708,4708,3851,BZ103,10,2.22,1.4,Actinidia deliciosa,"Gut-passed, Washed",3/24/23,1,M. murinus,Phlox,9
4709,4709,3852,BZ103,11,2.32,1.41,Actinidia deliciosa,"Gut-passed, Washed",NA,0,M. murinus,Phlox,NA
4710,4710,3853,BZ103,12,2.42,1.21,Actinidia deliciosa,"Gut-passed, Washed",3/24/23,1,M. murinus,Phlox,9
4711,4711,3854,BZ103,13,2.19,1.24,Actinidia deliciosa,"Gut-passed, Washed",3/24/23,1,M. murinus,Phlox,9
4712,4712,3855,BZ103,14,2.21,1.38,Actinidia deliciosa,"Gut-passed, Washed",3/29/23,1,M. murinus,Phlox,14
4713,4713,3863,BZ106,1,3.65,2.32,Rubus fruticosus,"Gut-passed, Washed",NA,0,M. murinus,Jicama,NA
4714,4714,3865,BZ106,2,3.63,1.59,Rubus fruticosus,"Gut-passed, Washed",NA,0,M. murinus,Jicama,NA
4715,4715,3867,BZ106,3,3.64,2.1,Rubus fruticosus,"Gut-passed, Washed",NA,0,M. murinus,Jicama,NA
4716,4716,3869,BZ106,4,3.6,2.01,Rubus fruticosus,"Gut-passed, Washed",NA,0,M. murinus,Jicama,NA
4717,4717,3871,BZ106,5,3.26,1.85,Rubus fruticosus,"Gut-passed, Washed",NA,0,M. murinus,Jicama,NA
4718,4718,3873,BZ106,6,3.81,1.67,Rubus fruticosus,"Gut-passed, Washed",NA,0,M. murinus,Jicama,NA
4719,4719,3875,BZ106,7,4.38,2.1,Rubus fruticosus,"Gut-passed, Washed",NA,0,M. murinus,Jicama,NA
4720,4720,3877,BZ106,8,3.76,1.92,Rubus fruticosus,"Gut-passed, Washed",NA,0,M. murinus,Jicama,NA
4721,4721,3879,BZ106,9,3.93,1.63,Rubus fruticosus,"Gut-passed, Washed",NA,0,M. murinus,Jicama,NA
4722,4722,3881,BZ106,10,2.26,1.42,Actinidia deliciosa,"Gut-passed, Washed",3/29/23,1,M. murinus,Jicama,14
4723,4723,3883,BZ106,11,1.54,1.21,Oxycoccus macrocarpus,"Gut-passed, Washed",NA,0,M. murinus,Jicama,NA
4724,4724,4108,BZ098,1,2.62,1.45,Oxycoccus macrocarpus,"Gut-passed, Washed",NA,0,M. murinus,Mushmelon,NA
4725,4725,4109,BZ098,2,4.28,3.79,Capsicum annuum,"Gut-passed, Washed",NA,0,M. murinus,Mushmelon,NA
4726,4726,4110,BZ098,3,4.45,3.76,Capsicum annuum,"Gut-passed, Washed",NA,0,M. murinus,Mushmelon,NA
4727,4727,5420,BZ106,1,4.24,3.96,Capsicum annuum,Gut-passed,4/7/23,1,M. murinus,Jicama,23
4728,4728,5422,BZ106,2,3.21,2.48,Rubus fruticosus,Gut-passed,NA,0,M. murinus,Jicama,NA
4729,4729,5424,BZ106,3,3.13,2,Rubus fruticosus,Gut-passed,NA,0,M. murinus,Jicama,NA
4730,4730,5426,BZ106,4,3.12,1.92,Rubus fruticosus,Gut-passed,NA,0,M. murinus,Jicama,NA
4731,4731,5428,BZ106,5,3.46,2.13,Rubus fruticosus,Gut-passed,NA,0,M. murinus,Jicama,NA
4732,4732,5430,BZ106,6,3.45,1.93,Rubus fruticosus,Gut-passed,NA,0,M. murinus,Jicama,NA
4733,4733,5432,BZ106,7,3.95,3.01,Solanum lycopersicum,Gut-passed,4/5/23,1,M. murinus,Jicama,21
4734,4734,5434,BZ106,8,3.85,2.41,Solanum lycopersicum,Gut-passed,4/5/23,1,M. murinus,Jicama,21
4735,4735,5436,BZ106,9,3.85,3.1,Solanum lycopersicum,Gut-passed,4/25/23,1,M. murinus,Jicama,41
4736,4736,5438,BZ106,10,2.3,1.01,Selenicereus undatus,Gut-passed,4/7/23,1,M. murinus,Jicama,23
4737,4737,5440,BZ106,11,2.29,1.34,Selenicereus undatus,Gut-passed,NA,0,M. murinus,Jicama,NA
4738,4738,5442,BZ106,12,2.04,1.24,Selenicereus undatus,Gut-passed,NA,0,M. murinus,Jicama,NA
4739,4739,5444,BZ106,13,1.99,0.88,Selenicereus undatus,Gut-passed,4/12/23,1,M. murinus,Jicama,28
4740,4740,5446,BZ106,14,2.34,1.04,Selenicereus undatus,Gut-passed,4/12/23,1,M. murinus,Jicama,28
4741,4741,5448,BZ106,15,2.19,1.08,Selenicereus undatus,Gut-passed,NA,0,M. murinus,Jicama,NA
4742,4742,5450,BZ106,16,2.98,1.08,Selenicereus undatus,Gut-passed,NA,0,M. murinus,Jicama,NA
4743,4743,5452,BZ106,17,2.14,1.23,Selenicereus undatus,Gut-passed,NA,0,M. murinus,Jicama,NA
4744,4744,5454,BZ106,18,2.32,1.38,Selenicereus undatus,Gut-passed,NA,0,M. murinus,Jicama,NA
4745,4745,5456,BZ106,19,2.32,1.08,Selenicereus undatus,Gut-passed,4/12/23,1,M. murinus,Jicama,28
4746,4746,5458,BZ106,20,2.35,1,Selenicereus undatus,Gut-passed,NA,0,M. murinus,Jicama,NA
4747,4747,5460,BZ106,21,2.32,1.1,Selenicereus undatus,Gut-passed,NA,0,M. murinus,Jicama,NA
4748,4748,5462,BZ106,22,2.16,1.02,Selenicereus undatus,Gut-passed,4/12/23,1,M. murinus,Jicama,28
4749,4749,3434,BZ096,1,3.55,2.25,Rubus fruticosus,"Gut-passed, Washed",NA,0,E. mongoz,Clancy,NA
