"","Lemur","Plante","L","Treatment","Control","Germination","Sex","Date","GerminationDate","Time"
"1094",NA,"Pandanus",12.12,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1095",NA,"Pandanus",11.47,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1096",NA,"Pandanus",13,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1097",NA,"Pandanus",12.02,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1098",NA,"Pandanus",12.35,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1099",NA,"Pandanus",12.74,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1100",NA,"Pandanus",12.61,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1101",NA,"Pandanus",13.15,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1102",NA,"Pandanus",11.33,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1103",NA,"Pandanus",12.46,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1104",NA,"Pandanus",10.78,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1105",NA,"Pandanus",12.04,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1106",NA,"Pandanus",12.8,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1107",NA,"Pandanus",12.38,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1108",NA,"Pandanus",11.43,"Gut Passed, Unwashed","0",1,"",2023-12-05,2024-02-27,84
"1109",NA,"Pandanus",12.25,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1110",NA,"Pandanus",12.5,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1111",NA,"Pandanus",12.78,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1112",NA,"Pandanus",13.13,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1113",NA,"Pandanus",11.14,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1114",NA,"Pandanus",11.24,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1115",NA,"Pandanus",12.51,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1116",NA,"Pandanus",10.87,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1117",NA,"Pandanus",13.19,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1118",NA,"Pandanus",10.16,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1119",NA,"Pandanus",11.24,"Gut Passed, Unwashed","0",1,"",2023-12-05,2024-01-28,54
"1120",NA,"Pandanus",12.02,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1121",NA,"Pandanus",11.48,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1122",NA,"Pandanus",12.79,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1123",NA,"Pandanus",11.53,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1124",NA,"Pandanus",11.75,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1125",NA,"Pandanus",14.02,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1126",NA,"Pandanus",12.73,"Gut Passed, Unwashed","0",1,"",2023-12-05,2024-01-28,54
"1127",NA,"Pandanus",12.07,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1128",NA,"Pandanus",11.84,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1129",NA,"Pandanus",11.4,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1130",NA,"Pandanus",10.5,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1131",NA,"Pandanus",9.75,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1132",NA,"Pandanus",11.27,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1133",NA,"Pandanus",11.24,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1134",NA,"Pandanus",11.79,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1135",NA,"Adina",12.93,"Gut Passed, Washed","0",0,"",2023-12-06,NA,NA
"1136",NA,"Pandanus",14.56,"Gut Passed, Unwashed","0",0,"",2023-12-06,NA,NA
"1137",NA,"Adina",18.07,"Gut Passed, Unwashed","0",0,"",2023-12-06,NA,NA
"1138",NA,"Adina",17.68,"Gut Passed, Unwashed","0",1,"",2023-12-06,2024-01-04,29
"1139",NA,"Adina",15.62,"Gut Passed, Unwashed","0",1,"",2023-12-06,2024-01-25,50
"1140",NA,"Adina",15.5,"Gut Passed, Unwashed","0",0,"",2023-12-06,NA,NA
"1141",NA,"Adina",15.46,"Gut Passed, Washed","0",0,"",2023-12-06,NA,NA
"1142",NA,"Adina",14.45,"Gut Passed, Washed","0",0,"",2023-12-06,NA,NA
"1143",NA,"Adina",13.43,"Gut Passed, Washed","0",0,"",2023-12-06,NA,NA
"1144",NA,"Adina",14.19,"Gut Passed, Washed","0",0,"",2023-12-06,NA,NA
"1145",NA,"Adina",14.05,"Gut Passed, Washed","0",0,"",2023-12-06,NA,NA
"1146",NA,"Adina",13.47,"Gut Passed, Washed","0",0,"",2023-12-06,NA,NA
"1147",NA,"Adina",15.62,"Gut Passed, Washed","0",0,"",2023-12-06,NA,NA
"1148",NA,"Adina",14.52,"Gut Passed, Washed","0",0,"",2023-12-06,NA,NA
"1149",NA,"Adina",13.39,"Gut Passed, Washed","0",1,"",2023-12-06,2023-12-26,20
"1150",NA,"Adina",12.71,"Gut Passed, Washed","0",1,"",2023-12-06,2024-02-15,71
"1151",NA,"Adina",13.51,"Gut Passed, Unwashed","0",0,"",2023-12-06,NA,NA
"1152",NA,"Adina",13.77,"Gut Passed, Washed","0",0,"",2023-12-07,NA,NA
"1153",NA,"Adina",14.35,"Gut Passed, Unwashed","0",1,"",2023-12-07,2023-12-17,10
"1154",NA,"Adina",15.3,"Gut Passed, Unwashed","0",1,"",2023-12-07,2024-01-31,55
"1155",NA,"Adina",14.22,"Gut Passed, Unwashed","0",1,"",2023-12-07,2023-12-17,10
"1156",NA,"Pandanus",12.12,"Gut Passed, Washed","0",0,"",2023-12-07,NA,NA
"1157",NA,"Adina",17.06,"Gut Passed, Washed","0",1,"",2023-12-07,2024-01-07,31
"1158",NA,"Adina",18.27,"Gut Passed, Washed","0",0,"",2023-12-07,NA,NA
"1159",NA,"Adina",16.65,"Gut Passed, Washed","0",0,"",2023-12-07,NA,NA
"1160",NA,"Adina",16.35,"Gut Passed, Washed","0",0,"",2023-12-07,NA,NA
"1161",NA,"Adina",15.08,"Gut Passed, Washed","0",1,"",2023-12-07,2024-01-07,31
"1162",NA,"Adina",14.69,"Gut Passed, Washed","0",0,"",2023-12-07,NA,NA
"1163",NA,"Adina",9.95,"Gut Passed, Washed","0",1,"",2023-12-07,2024-01-10,34
"1164",NA,"Adina",14.75,"Gut Passed, Washed","0",1,"",2023-12-08,2023-12-14,6
"1165",NA,"Adina",12.75,"Gut Passed, Washed","0",1,"",2023-12-08,2023-12-14,6
"1166",NA,"Adina",15.58,"Gut Passed, Unwashed","0",0,"",2023-12-08,NA,NA
"1167",NA,"Adina",15.74,"Gut Passed, Unwashed","0",0,"",2023-12-08,NA,NA
"1168",NA,"Adina",14.47,"Gut Passed, Unwashed","0",0,"",2023-12-08,NA,NA
"1169",NA,"Adina",12.67,"Gut Passed, Unwashed","0",0,"",2023-12-08,NA,NA
"1170",NA,"Adina",13.95,"Gut Passed, Unwashed","0",1,"",2023-12-08,2024-01-19,42
"1171",NA,"Adina",15.47,"Gut Passed, Unwashed","0",0,"",2023-12-08,NA,NA
"1172",NA,"Adina",12.9,"Gut Passed, Unwashed","0",0,"",2023-12-08,NA,NA
"1173",NA,"Adina",14.41,"Gut Passed, Unwashed","0",0,"",2023-12-08,NA,NA
"1174",NA,"Adina",14.29,"Gut Passed, Unwashed","0",0,"",2023-12-08,NA,NA
"1175",NA,"Adina",13.89,"Gut Passed, Unwashed","0",0,"",2023-12-08,NA,NA
"1176",NA,"Adina",12.02,"Gut Passed, Unwashed","0",0,"",2023-12-08,NA,NA
"1177",NA,"Adina",14.49,"Gut Passed, Unwashed","0",0,"",2023-12-08,NA,NA
"1178","Eulemur albifrons","Adina",14.68,"Gut Passed, Washed","0",0,"",2023-12-09,NA,NA
"1179","Eulemur albifrons","Adina",14.23,"Gut Passed, Washed","0",0,"",2023-12-09,NA,NA
"1180",NA,"Adina",11.74,"Gut Passed, Unwashed","0",0,"",2023-12-09,NA,NA
"1181",NA,"Adina",13.52,"Gut Passed, Unwashed","0",0,"",2023-12-09,NA,NA
"1182",NA,"Adina",15.08,"Gut Passed, Unwashed","0",0,"",2023-12-09,NA,NA
"1183",NA,"Adina",15.4,"Gut Passed, Washed","0",1,"",2023-12-09,2024-01-13,35
"1184",NA,"Adina",17.02,"Gut Passed, Washed","0",1,"",2023-12-09,2023-12-29,20
"1185",NA,"Adina",15.01,"Gut Passed, Washed","0",0,"",2023-12-09,NA,NA
"1186",NA,"Adina",15.46,"Gut Passed, Unwashed","0",0,"",2023-12-09,NA,NA
"1187",NA,"Adina",15.83,"Gut Passed, Unwashed","0",0,"",2023-12-09,NA,NA
"1188",NA,"Adina",16.95,"Gut Passed, Unwashed","0",0,"",2023-12-09,NA,NA
"1189",NA,"Adina",15.41,"Gut Passed, Unwashed","0",0,"",2023-12-09,NA,NA
"1190",NA,"Adina",13.75,"Gut Passed, Unwashed","0",1,"",2023-12-09,2024-02-15,68
"1191",NA,"Adina",13.95,"Gut Passed, Washed","0",0,"",2023-12-09,NA,NA
"1192",NA,"Syzygium",15.79,"Gut Passed, Unwashed","0",1,"",2023-12-11,2023-12-14,3
"1193",NA,"Syzygium",16.26,"Gut Passed, Unwashed","0",0,"",2023-12-11,NA,NA
"1194",NA,"Syzygium",15.28,"Gut Passed, Unwashed","0",1,"",2023-12-11,2024-01-13,33
"1195",NA,"Adina",15.36,"Gut Passed, Unwashed","0",0,"",2023-12-12,NA,NA
"1196",NA,"Adina",14.36,"Gut Passed, Unwashed","0",1,"",2023-12-12,2024-01-07,26
"1197",NA,"Adina",15.11,"Gut Passed, Unwashed","0",0,"",2023-12-12,NA,NA
"1198",NA,"Adina",13.6,"Gut Passed, Unwashed","0",0,"",2023-12-12,NA,NA
"1199",NA,"Adina",13.16,"Gut Passed, Unwashed","0",0,"",2023-12-12,NA,NA
"1200",NA,"Adina",14.28,"Gut Passed, Washed","0",0,"",2023-12-12,NA,NA
"1201",NA,"Adina",14.53,"Gut Passed, Washed","0",0,"",2023-12-12,NA,NA
"1202",NA,"Adina",13.97,"Gut Passed, Washed","0",1,"",2023-12-12,2024-02-27,77
"1203",NA,"Adina",15.73,"Gut Passed, Unwashed","0",1,"",2023-12-12,2024-01-28,47
"1204",NA,"Pandanus",16.65,"Gut Passed, Unwashed","0",0,"",2023-12-12,NA,NA
"1205",NA,"Pandanus",16.18,"Gut Passed, Unwashed","0",0,"",2023-12-12,NA,NA
"1206",NA,"Pandanus",17.41,"Gut Passed, Unwashed","0",0,"",2023-12-12,NA,NA
"1207",NA,"Pandanus",13.43,"Gut Passed, Unwashed","0",0,"",2023-12-12,NA,NA
"1208",NA,"Pandanus",14.76,"Gut Passed, Unwashed","0",0,"",2023-12-12,NA,NA
"1209",NA,"Pandanus",15.26,"Gut Passed, Unwashed","0",0,"",2023-12-12,NA,NA
"1210",NA,"Pandanus",14.31,"Gut Passed, Unwashed","0",0,"",2023-12-12,NA,NA
"1211",NA,"Pandanus",18.5,"Gut Passed, Unwashed","0",0,"",2023-12-12,NA,NA
"1212",NA,"Pandanus",16.45,"Gut Passed, Unwashed","0",0,"",2023-12-12,NA,NA
"1213",NA,"Pandanus",13.5,"Gut Passed, Unwashed","0",0,"",2023-12-12,NA,NA
"1214","Control","Syzygium",27.37,"Control, Washed","1",0,"",2023-12-12,NA,NA
"1215","Control","Syzygium",24.44,"Control, Washed","1",0,"",2023-12-12,NA,NA
"1216","Control","Syzygium",24.77,"Control, Washed","1",0,"",2023-12-12,NA,NA
"1217","Control","Syzygium",21.29,"Control, Washed","1",1,"",2023-12-12,2024-03-13,92
"1218","Control","Syzygium",19.63,"Control, Washed","1",1,"",2023-12-12,2024-03-13,92
"1219",NA,"Adina",16.05,"Gut Passed, Unwashed","0",0,"",2023-12-13,NA,NA
"1220",NA,"Adina",13.93,"Gut Passed, Unwashed","0",1,"",2023-12-13,2024-02-06,55
"1221",NA,"Adina",13.7,"Gut Passed, Unwashed","0",1,"",2023-12-13,2024-01-28,46
"1222",NA,"Adina",13.16,"Gut Passed, Unwashed","0",0,"",2023-12-13,NA,NA
"1223",NA,"Adina",14.32,"Gut Passed, Unwashed","0",1,"",2023-12-13,2024-01-01,19
"1224",NA,"Adina",13.62,"Gut Passed, Unwashed","0",0,"",2023-12-13,NA,NA
"1225",NA,"Adina",12.42,"Gut Passed, Unwashed","0",1,"",2023-12-13,2024-01-13,31
"1226",NA,"Adina",13.22,"Gut Passed, Unwashed","0",1,"",2023-12-13,2024-01-25,43
"1227",NA,"Adina",14.69,"Gut Passed, Unwashed","0",0,"",2023-12-13,NA,NA
"1228",NA,"Adina",15.85,"Gut Passed, Unwashed","0",1,"",2023-12-13,2024-02-12,61
"1229",NA,"Adina",14,"Gut Passed, Unwashed","0",0,"",2023-12-13,NA,NA
"1230",NA,"Adina",12.76,"Gut Passed, Unwashed","0",1,"",2023-12-13,2024-01-13,31
"1231",NA,"Adina",13.22,"Gut Passed, Unwashed","0",0,"",2023-12-13,NA,NA
"1232",NA,"Adina",15.4,"Gut Passed, Washed","0",1,"",2023-12-13,2024-01-01,19
"1233",NA,"Adina",15.56,"Gut Passed, Washed","0",0,"",2023-12-13,NA,NA
"1234",NA,"Adina",15.99,"Gut Passed, Washed","0",0,"",2023-12-13,NA,NA
"1235",NA,"Adina",13.84,"Gut Passed, Washed","0",1,"",2023-12-13,2023-12-29,16
"1236",NA,"Adina",13.89,"Gut Passed, Washed","0",1,"",2023-12-13,2023-12-26,13
"1237",NA,"Adina",13.81,"Gut Passed, Washed","0",1,"",2023-12-13,2024-01-07,25
"1238","Control","Adina",17.26,"Control, Washed","1",0,"",2023-12-13,NA,NA
"1239","Control","Adina",15.89,"Control, Washed","1",0,"",2023-12-13,NA,NA
"1240","Control","Adina",17.98,"Control, Washed","1",0,"",2023-12-13,NA,NA
"1241","Control","Adina",17.68,"Control, Washed","1",0,"",2023-12-13,NA,NA
"1242","Control","Adina",16.21,"Control, Washed","1",0,"",2023-12-13,NA,NA
"1243","Control","Adina",15.21,"Control, Washed","1",0,"",2023-12-13,NA,NA
"1244","Control","Adina",16.54,"Control, Washed","1",0,"",2023-12-13,NA,NA
"1245","Control","Adina",19.98,"Control, Washed","1",0,"",2023-12-13,NA,NA
"1246","Control","Adina",17.68,"Control, Washed","1",0,"",2023-12-13,NA,NA
"1247","Control","Adina",16.08,"Control, Washed","1",0,"",2023-12-13,NA,NA
"1248","Control","Adina",18.55,"Control, Washed","1",0,"",2023-12-13,NA,NA
"1249","Control","Adina",13.93,"Control, Washed","1",0,"",2023-12-13,NA,NA
"1250","Control","Adina",21.25,"Control","1",0,"",2023-12-13,NA,NA
"1251","Control","Adina",15.6,"Control","1",1,"",2023-12-13,2024-02-27,76
"1252","Control","Adina",13.22,"Control","1",0,"",2023-12-13,NA,NA
"1253","Control","Adina",17.07,"Control","1",0,"",2023-12-13,NA,NA
"1254","Control","Adina",16.23,"Control","1",0,"",2023-12-13,NA,NA
"1255","Control","Adina",16.76,"Control","1",0,"",2023-12-13,NA,NA
"1256","Control","Adina",17.74,"Control","1",0,"",2023-12-13,NA,NA
"1257","Control","Adina",15.81,"Control","1",0,"",2023-12-13,NA,NA
"1258","Control","Adina",15.62,"Control","1",0,"",2023-12-13,NA,NA
"1259","Control","Adina",16.14,"Control","1",0,"",2023-12-13,NA,NA
"1260","Control","Adina",16.79,"Control","1",0,"",2023-12-13,NA,NA
"1261","Control","Adina",16.22,"Control","1",0,"",2023-12-13,NA,NA
"1262","Eulemur rubriventer","Pandanus",27.35,"Gut Passed, Washed","0",1,"",2023-12-14,2024-02-27,75
"1263","Eulemur rubriventer","Pandanus",17.91,"Gut Passed, Washed","0",0,"",2023-12-14,NA,NA
"1264","Eulemur rubriventer","Pandanus",18.76,"Gut Passed, Washed","0",1,"",2023-12-14,2024-02-27,75
"1265",NA,"Adina",13.89,"Gut Passed, Washed","0",0,"",2023-12-16,NA,NA
"1266",NA,"Adina",13.53,"Gut Passed, Washed","0",1,"",2023-12-16,2024-01-07,22
"1267",NA,"Adina",15.83,"Gut Passed, Washed","0",0,"",2023-12-16,NA,NA
"1268",NA,"Adina",15.58,"Gut Passed, Washed","0",0,"",2023-12-16,NA,NA
"1269",NA,"Adina",14.87,"Gut Passed, Washed","0",1,"",2023-12-16,2024-01-25,40
"1270",NA,"Adina",15.02,"Gut Passed, Washed","0",0,"",2023-12-16,NA,NA
"1271",NA,"Adina",15.21,"Gut Passed, Washed","0",1,"",2023-12-16,2024-01-22,37
"1272",NA,"Adina",14.3,"Gut Passed, Washed","0",0,"",2023-12-16,NA,NA
"1273",NA,"Adina",11.98,"Gut Passed, Washed","0",0,"",2023-12-16,NA,NA
"1274",NA,"Adina",14.12,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-04,19
"1275",NA,"Adina",16.93,"Gut Passed, Unwashed","0",0,"",2023-12-16,NA,NA
"1276",NA,"Adina",15.43,"Gut Passed, Unwashed","0",0,"",2023-12-16,NA,NA
"1277",NA,"Adina",15.66,"Gut Passed, Unwashed","0",0,"",2023-12-16,NA,NA
"1278",NA,"Adina",15.46,"Gut Passed, Washed","0",1,"",2023-12-16,2024-01-22,37
"1279",NA,"Adina",15.57,"Gut Passed, Washed","0",0,"",2023-12-16,NA,NA
"1280",NA,"Adina",14.59,"Gut Passed, Washed","0",0,"",2023-12-16,NA,NA
"1281",NA,"Adina",13.86,"Gut Passed, Washed","0",0,"",2023-12-16,NA,NA
"1282",NA,"Adina",14.78,"Gut Passed, Washed","0",0,"",2023-12-16,NA,NA
"1283",NA,"Adina",16.23,"Gut Passed, Washed","0",1,"",2023-12-16,2024-01-25,40
"1284","Eulemur rubriventer","Adina",13.76,"Gut Passed, Unwashed","0",1,"F",2023-12-16,2023-12-29,13
"1285","Eulemur rubriventer","Adina",13.64,"Gut Passed, Unwashed","0",1,"F",2023-12-16,2024-01-07,22
"1286","Eulemur rubriventer","Adina",13.54,"Gut Passed, Unwashed","0",1,"F",2023-12-16,2024-01-04,19
"1287","Eulemur rubriventer","Adina",14.37,"Gut Passed, Unwashed","0",1,"F",2023-12-16,2024-01-01,16
"1288","Eulemur rubriventer","Adina",14.38,"Gut Passed, Unwashed","0",1,"F",2023-12-16,2023-12-26,10
"1289","Eulemur rubriventer","Adina",13.26,"Gut Passed, Unwashed","0",1,"F",2023-12-16,2023-12-29,13
"1290","Eulemur rubriventer","Adina",13.42,"Gut Passed, Unwashed","0",1,"F",2023-12-16,2024-01-04,19
"1291","Eulemur rubriventer","Adina",15.84,"Gut Passed, Washed","0",1,"",2023-12-16,2024-02-06,52
"1292","Eulemur rubriventer","Adina",16.36,"Gut Passed, Washed","0",1,"",2023-12-16,2024-02-03,49
"1293","Eulemur rubriventer","Adina",15.69,"Gut Passed, Washed","0",1,"",2023-12-16,2024-01-31,46
"1294","Eulemur rubriventer","Adina",16.22,"Gut Passed, Washed","0",1,"",2023-12-16,2024-01-25,40
"1295","Eulemur rubriventer","Adina",17.15,"Gut Passed, Washed","0",0,"",2023-12-16,NA,NA
"1296","Eulemur rubriventer","Adina",16.09,"Gut Passed, Washed","0",0,"",2023-12-16,NA,NA
"1297","Eulemur rubriventer","Adina",15.83,"Gut Passed, Washed","0",0,"",2023-12-16,NA,NA
"1298",NA,"Adina",13.07,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-01,16
"1299",NA,"Adina",13.79,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-04,19
"1300",NA,"Adina",14.36,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-01,16
"1301",NA,"Adina",13.78,"Gut Passed, Unwashed","0",0,"",2023-12-16,NA,NA
"1302",NA,"Adina",15.05,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-19,34
"1303",NA,"Adina",14.28,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-04,19
"1304",NA,"Adina",14.45,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-04,19
"1305",NA,"Adina",14.6,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-07,22
"1306",NA,"Adina",15.52,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-13,28
"1307",NA,"Adina",13.96,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-13,28
"1308",NA,"Adina",14.77,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-10,25
"1309",NA,"Adina",13.07,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-04,19
"1310",NA,"Adina",15.04,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-10,25
"1311",NA,"Adina",15.77,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-10,25
"1312",NA,"Adina",13.88,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-19,34
"1313",NA,"Adina",14.41,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-01,16
"1314",NA,"Adina",13.22,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-10,25
"1315",NA,"Adina",12.89,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-10,25
"1316",NA,"Adina",13.83,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-10,25
"1317",NA,"Adina",13.24,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-04,19
"1318",NA,"Adina",14.6,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-25,40
"1319",NA,"Adina",14.13,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-02-12,58
"1320",NA,"Adina",14.78,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-01,16
"1321",NA,"Adina",13.43,"Gut Passed, Unwashed","0",0,"",2023-12-16,NA,NA
"1322",NA,"Adina",15.37,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-13,28
"1323",NA,"Adina",14.42,"Gut Passed, Unwashed","0",1,"",2023-12-16,2024-01-04,19
"1324",NA,"Adina",16.02,"Gut Passed, Washed","0",0,"",2023-12-16,NA,NA
"1325",NA,"Adina",16.51,"Gut Passed, Washed","0",0,"",2023-12-18,NA,NA
"1326",NA,"Syzygium",17.67,"Gut Passed, Washed","0",1,"",2023-12-19,2024-01-25,37
"1327",NA,"Syzygium",17.29,"Gut Passed, Washed","0",0,"",2023-12-19,NA,NA
"1328",NA,"Adina",14.78,"Gut Passed, Unwashed","0",1,"",2023-12-20,2024-02-09,51
"1329",NA,"Adina",9.11,"Gut Passed, Unwashed","0",0,"",2023-12-20,NA,NA
"1330",NA,"Adina",9.38,"Gut Passed, Unwashed","0",0,"",2023-12-20,NA,NA
"1331","Eulemur rubriventer","Adina",17.35,"Gut Passed, Washed","0",0,"F",2023-12-20,NA,NA
"1332","Eulemur rubriventer","Adina",14.75,"Gut Passed, Washed","0",0,"F",2023-12-20,NA,NA
"1333","Eulemur rubriventer","Adina",14.91,"Gut Passed, Washed","0",0,"F",2023-12-20,NA,NA
"1334","Eulemur rubriventer","Adina",13.66,"Gut Passed, Washed","0",1,"F",2023-12-20,2024-01-25,36
"1335","Eulemur rubriventer","Adina",13.3,"Gut Passed, Washed","0",0,"F",2023-12-20,NA,NA
"1336","Eulemur rubriventer","Adina",14,"Gut Passed, Washed","0",0,"F",2023-12-20,NA,NA
"1337","Eulemur rubriventer","Adina",16.57,"Gut Passed, Washed","0",0,"F",2023-12-20,NA,NA
"1338","Eulemur rubriventer","Adina",17.06,"Gut Passed, Washed","0",0,"F",2023-12-20,NA,NA
"1339","Eulemur rubriventer","Adina",16.14,"Gut Passed, Washed","0",1,"F",2023-12-20,2024-03-10,81
"1340","Eulemur rubriventer","Adina",15.68,"Gut Passed, Washed","0",0,"F",2023-12-20,NA,NA
"1341","Eulemur rubriventer","Adina",15.75,"Gut Passed, Washed","0",0,"F",2023-12-20,NA,NA
"1342","Eulemur rubriventer","Adina",16.56,"Gut Passed, Washed","0",0,"F",2023-12-20,NA,NA
"1343","Eulemur rubriventer","Adina",14.45,"Gut Passed, Washed","0",1,"F",2023-12-20,2024-01-10,21
"1344","Eulemur rubriventer","Adina",14.49,"Gut Passed, Washed","0",1,"F",2023-12-20,2024-01-19,30
"1345","Eulemur rubriventer","Adina",14.39,"Gut Passed, Washed","0",0,"F",2023-12-20,NA,NA
"1346","Eulemur rubriventer","Pandanus",13.27,"Gut Passed, Washed","0",0,"F",2023-12-20,NA,NA
"1347","Eulemur rubriventer","Pandanus",12,"Gut Passed, Washed","0",0,"F",2023-12-20,NA,NA
"1348","Eulemur rubriventer","Adina",16.19,"Gut Passed, Unwashed","0",0,"M",2023-12-20,NA,NA
"1349","Eulemur rubriventer","Adina",14.37,"Gut Passed, Unwashed","0",0,"M",2023-12-20,NA,NA
"1350",NA,"Adina",13.42,"Gut Passed, Unwashed","0",0,"",2023-12-21,NA,NA
"1351",NA,"Adina",15.15,"Gut Passed, Unwashed","0",1,"",2023-12-21,2024-01-28,38
"1352",NA,"Adina",13.45,"Gut Passed, Unwashed","0",0,"",2023-12-21,NA,NA
"1353",NA,"Adina",14.29,"Gut Passed, Unwashed","0",0,"",2023-12-21,NA,NA
"1354",NA,"Adina",14.83,"Gut Passed, Unwashed","0",0,"",2023-12-21,NA,NA
"1355",NA,"Adina",13.7,"Gut Passed, Unwashed","0",1,"",2023-12-21,2024-01-28,38
"1356",NA,"Adina",13.21,"Gut Passed, Unwashed","0",0,"",2023-12-21,NA,NA
"1357",NA,"Adina",13.91,"Gut Passed, Unwashed","0",0,"",2023-12-21,NA,NA
"1358",NA,"Adina",15.57,"Gut Passed, Unwashed","0",0,"",2023-12-21,NA,NA
"1359",NA,"Adina",15.23,"Gut Passed, Unwashed","0",0,"",2023-12-21,NA,NA
"1360",NA,"Adina",15.49,"Gut Passed, Washed","0",0,"",2023-12-21,NA,NA
"1361",NA,"Adina",14.71,"Gut Passed, Washed","0",0,"",2023-12-21,NA,NA
"1362",NA,"Adina",14.49,"Gut Passed, Washed","0",0,"",2023-12-21,NA,NA
"1363",NA,"Adina",14.61,"Gut Passed, Washed","0",1,"",2023-12-21,2024-01-25,35
"1364",NA,"Adina",14.29,"Gut Passed, Washed","0",1,"",2023-12-21,2024-02-18,59
"1365",NA,"Adina",14.21,"Gut Passed, Washed","0",1,"",2023-12-21,2024-01-28,38
"1366",NA,"Adina",17.14,"Gut Passed, Washed","0",0,"",2023-12-21,NA,NA
"1367",NA,"Adina",15.48,"Gut Passed, Unwashed","0",1,"",2023-12-22,2024-01-28,37
"1368",NA,"Adina",15.3,"Gut Passed, Unwashed","0",0,"",2023-12-22,NA,NA
"1369",NA,"Adina",13.74,"Gut Passed, Unwashed","0",0,"",2023-12-22,NA,NA
"1370",NA,"Adina",15.66,"Gut Passed, Unwashed","0",0,"",2023-12-22,NA,NA
"1371",NA,"Adina",14.87,"Gut Passed, Unwashed","0",0,"",2023-12-22,NA,NA
"1372",NA,"Adina",17.03,"Gut Passed, Washed","0",0,"",2023-12-22,NA,NA
